dim_hidden,seed,param_num,train_loss_bellman,test_loss_bellman,abs_rel_err_test_median,abs_rel_err_test_max,abs_rel_err_test_10_percentile,abs_rel_err_test_90_percentile
21,20,85,0.0002433519985061139,0.00044646189780905843,0.02182837203145027,0.09060227870941162,0.006219313479959965,0.06623755395412445
21,21,85,0.00015290427836589515,0.0003103427588939667,0.007427344564348459,0.057892654091119766,0.0005636622081510723,0.0438288077712059
21,22,85,0.000820792920421809,0.0007837266894057393,0.06732001155614853,0.1919582188129425,0.004780314862728119,0.1694764643907547
21,23,85,0.0003342818235978484,0.00034148996928706765,0.033299725502729416,0.11204712092876434,0.006842979229986668,0.09080933779478073
21,24,85,0.00036357229691930115,0.00031990744173526764,0.058926552534103394,0.14052236080169678,0.02897660993039608,0.12115374952554703
21,25,85,0.0007651776541024446,0.0009521698812022805,0.05221395939588547,0.14239417016506195,0.03875647857785225,0.08564386516809464
21,26,85,0.0002252149861305952,0.00041326344944536686,0.024561116471886635,0.07667023688554764,0.008390386588871479,0.053093235939741135
21,27,85,8.979853737400845e-05,0.00013909237168263644,0.038350243121385574,0.06717293709516525,0.03232678771018982,0.054382577538490295
21,28,85,0.0007352778920903802,0.0009346242877654731,0.03498059883713722,0.14739032089710236,0.010795747861266136,0.11472884565591812
21,29,85,0.00026295805582776666,0.00045005761785432696,0.023477906361222267,0.08240761607885361,0.004025635309517384,0.06437823176383972
21,30,85,0.0005630434025079012,0.0005651394603773952,0.02113754115998745,0.09239593148231506,0.0016298246337100863,0.044214505702257156
21,31,85,0.0003699249355122447,0.0006441662553697824,0.03842052072286606,0.12275127321481705,0.003893669694662094,0.08772937953472137
21,32,85,0.0005582286976277828,0.0004992868052795529,0.03902566432952881,0.10186470299959183,0.012951821088790894,0.07896167784929276
21,33,85,0.00022590353910345584,0.0002611017844174057,0.03513658791780472,0.11183559894561768,0.007746098097413778,0.09413233399391174
21,34,85,0.00032096568611450493,0.0003647743724286556,0.033642493188381195,0.11562377214431763,0.007983198389410973,0.09694740921258926
21,35,85,0.0003598716575652361,0.00030405522556975484,0.010102363303303719,0.061615943908691406,0.004861623514443636,0.027179716154932976
21,36,85,0.00029910102603025734,0.0004885673406533897,0.020619463175535202,0.07302562892436981,0.00703786825761199,0.05729356035590172
21,37,85,0.00017740478506311774,0.0003887270868290216,0.010315006598830223,0.04981432110071182,0.007288108114153147,0.02854359894990921
21,38,85,0.0006844992749392986,0.0005435434868559241,0.07029024511575699,0.1312563270330429,0.05493811145424843,0.10336010158061981
21,39,85,0.0001347390643786639,0.0002797574270516634,0.014575090259313583,0.0414489284157753,0.003600064432248473,0.03499927371740341
